Ano,Função,Resultado Primário,Subfunção,Empenhado,Pago
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,931.289,931.289
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,10.987.067,10.853.861
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,665.767,648.479
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,10.600.008,6.047.417
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,1.353.352,1.252.701
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",661 - Promoção Industrial,12.822.777,5.425.188
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,687.251,411.736
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",663 - Mineração,27.431.355,21.095.299
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",664 - Propriedade Industrial,6.787.489,5.295.752
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,205.283.251,187.569.109
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,9.842.121,8.721.064
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",693 - Comércio Exterior,3.787.688,3.519.372
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",694 - Serviços Financeiros,1.552.945,1.106.789
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",845 - Outras Transferências,450,450
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,36.622.975,32.986.103
2006,23 - Comércio e Serviços,0 - Financeira,122 - Administração Geral,723.434,723.434
2006,23 - Comércio e Serviços,0 - Financeira,846 - Outros Encargos Especiais,877.698.019,729.218.727
2006,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,15.206.319,14.800.184
2006,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,562.298,520.647
2006,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,310.194,276.344
2006,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",846 - Outros Encargos Especiais,448.803.704,448.803.704
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,5.984.248,5.502.100
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,44.867.142,41.189.549
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,325.515,325.515
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,10.159.341,9.331.967
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,9.658.298,6.669.096
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,2.660.000,2.560.000
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,817.163,817.163
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,307.846,292.346
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,47.693,42.019
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",4.419.000,1.510.000
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,1.553.427,1.353.427
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",661 - Promoção Industrial,288.352,188.352
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,6.448.555,6.098.555
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,20.491.534,8.941.479
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",693 - Comércio Exterior,996.428,995.53
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",695 - Turismo,1.301.028.283,559.147.207
2006,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,38.468.275,32.380.348
2006,24 - Comunicações,0 - Financeira,122 - Administração Geral,10.985.829,10.955.829
2006,24 - Comunicações,0 - Financeira,846 - Outros Encargos Especiais,14.417.574,14.417.574
2006,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,119.434.656,118.455.424
2006,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,3.153.576,3.151.576
2006,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.493.083,1.491.083
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,500,0
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,110.425.960,96.498.653
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,25.905.276,20.450.603
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,5.543.958,3.433.919
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,3.574.378,3.574.378
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,32.881.866,32.881.866
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,221.895,219.895
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",1.093.736,829.051
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,77.506.644,77.506.644
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",694 - Serviços Financeiros,375.186,375.186
2006,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",722 - Telecomunicações,71.018.108,43.079.173
2006,25 - Energia,0 - Financeira,122 - Administração Geral,8.969.540,8.969.540
2006,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,104.198.883,102.383.007
2006,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,3.035.177,2.811.903
2006,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.080.612,1.057.914
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,37.498.956,28.593.611
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,112.389.772,96.782.995
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,73.821.909,66.832.075
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,1.413.165,1.254.365
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",130 - Administração de Concessões,8.640.541,8.592.830
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,654.514,654.514
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,412.437,412.437
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,2.227.746,2.096.404
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,162.953,152.21
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,1.680.000,1.680.000
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,4.644.035,3.553.011
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",751 - Conservação de Energia,336,336
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",752 - Energia Elétrica,23.956.415,19.852.005
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",753 - Combustíveis Minerais,9.194.008,7.636.458
2006,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,10.000.000,10.000.000
2006,25 - Energia,"3 - Primária discricionária, PAC, considerada no cálculo do RP",753 - Combustíveis Minerais,45.000.000,7.370.346
2006,26 - Transporte,0 - Financeira,122 - Administração Geral,41.427.719,40.926.666
2006,26 - Transporte,0 - Financeira,661 - Promoção Industrial,932.325.431,623.204.092
2006,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,256.896.861,248.269.688
2006,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,9.028.459,8.609.553
2006,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,4.598.095,4.071.487
2006,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",846 - Outros Encargos Especiais,13.405.286,13.401.762
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,41.506.710,28.651.527
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,192.319.688,153.512.038
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,25.851.117,21.018.432
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,1.548.901,1.020.478
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,1.199.338,1.111.401
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",130 - Administração de Concessões,3.070.421,2.802.715
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,4.410.245,3.666.674
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,86.85,0
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,33.008.516,31.866.073
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,681.743,498.555
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",150,100
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",542 - Controle Ambiental,10.533.860,7.638.283
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,743.099,600
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",782 - Transporte Rodoviário,2.587.789.678,1.175.738.030
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",783 - Transporte Ferroviário,72.711.938,38.820.365
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",784 - Transporte Hidroviário,272.645.182,24.178.826
2006,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,226.845.256,187.069.478
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",121 - Planejamento e Orçamento,37.755.980,15.624.169
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",122 - Administração Geral,15.251.331,4.918.976
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,2.100.000,1.225.000
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",782 - Transporte Rodoviário,1.871.476.348,738.433.184
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",783 - Transporte Ferroviário,251.047.513,135.259.490
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",784 - Transporte Hidroviário,20.930.605,0
2006,26 - Transporte,"3 - Primária discricionária, PAC, considerada no cálculo do RP",846 - Outros Encargos Especiais,33.475.566,9.656.966
2006,27 - Desporto e Lazer,0 - Financeira,122 - Administração Geral,491.215,491.215
